https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LTC,Volume USD
1681862400,2023-04-19,LTC/USD,101.698,102.009,87.855,90.627,267.29355062,24224.01261203874
1681776000,2023-04-18,LTC/USD,98.95,103.109,98.185,101.74,244.15873668,24840.7098698232
1681689600,2023-04-17,LTC/USD,100.324,100.367,97.987,98.837,439.03208203,43392.61389159911
1681603200,2023-04-16,LTC/USD,96.872,102.0,95.665,100.439,258.30824602,25944.22192200278
1681516800,2023-04-15,LTC/USD,96.45,98.799,95.096,96.912,76.09378082,7374.400486827841
1681430400,2023-04-14,LTC/USD,94.363,99.0,92.398,96.56,573.49250918,55376.4366864208
1681344000,2023-04-13,LTC/USD,92.402,94.5,92.088,94.306,167.3308216,15780.3004618096
1681257600,2023-04-12,LTC/USD,94.322,94.645,91.457,92.507,268.16909665,24807.51862380155
1681171200,2023-04-11,LTC/USD,94.053,97.0,93.57,94.214,460.71098818,43405.425040390524
1681084800,2023-04-10,LTC/USD,91.037,94.5,90.335,94.023,145.96129137,13723.718498481509
1680998400,2023-04-09,LTC/USD,90.274,91.068,89.605,91.0,109.13059022,9930.88371002
1680912000,2023-04-08,LTC/USD,90.722,91.999,89.949,90.408,115.23925786,10418.55082460688
1680825600,2023-04-07,LTC/USD,91.03,92.005,89.62,90.825,48.01739234,4361.1796592805
1680739200,2023-04-06,LTC/USD,92.796,92.796,90.276,90.926,191.39591925,17402.8653537255
1680652800,2023-04-05,LTC/USD,92.637,95.567,91.695,92.955,157.24694531,14616.88980129105
1680566400,2023-04-04,LTC/USD,93.243,94.499,92.095,92.743,162.09439442,15033.120421694059
1680480000,2023-04-03,LTC/USD,93.263,95.708,90.742,93.35,735.36902026,68646.698041271
1680393600,2023-04-02,LTC/USD,92.935,94.571,90.56,93.225,819.93769658,76438.69176367049
1680307200,2023-04-01,LTC/USD,90.244,94.175,89.797,92.897,591.47590151,54946.33682257447
1680220800,2023-03-31,LTC/USD,89.269,92.0,87.861,90.347,137.93330999,12461.860757666529
1680134400,2023-03-30,LTC/USD,91.538,92.939,86.942,89.167,338.62867475,30194.50304143325
1680048000,2023-03-29,LTC/USD,89.775,96.479,89.775,91.642,320.81405333,29400.041475267855
