https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SOL,Volume USD
1686960000000,2023-06-17 00:00:00,SOL/USD,15.318,16.1,15.18,15.711,15017.428723,235938.82266705303
1686873600000,2023-06-16 00:00:00,SOL/USD,14.743,15.42,14.395,15.318,9371.491252,143552.50299813598
1686787200000,2023-06-15 00:00:00,SOL/USD,14.492,15.049,14.132,14.743,23066.410103,340068.084148529
1686700800000,2023-06-14 00:00:00,SOL/USD,15.03,15.98,14.24,14.492,63717.857356,923399.1888031521
1686614400000,2023-06-13 00:00:00,SOL/USD,15.2,16.0,14.761,15.03,10715.531636,161054.44048907998
1686528000000,2023-06-12 00:00:00,SOL/USD,15.559,15.782,14.9,15.2,18686.244777,284030.9206104
1686441600000,2023-06-11 00:00:00,SOL/USD,15.769,16.289,15.15,15.559,19834.854619,308610.503017021
1686355200000,2023-06-10 00:00:00,SOL/USD,17.385,19.048,12.76,15.769,82927.013367,1307676.073784223
1686268800000,2023-06-09 00:00:00,SOL/USD,18.891,19.333,17.119,17.385,31117.307337,540974.388053745
1686182400000,2023-06-08 00:00:00,SOL/USD,18.632,19.108,18.282,18.891,11410.303013,215552.034218583
1686096000000,2023-06-07 00:00:00,SOL/USD,20.393,20.501,18.517,18.632,37903.727677,706222.2540778641
1686009600000,2023-06-06 00:00:00,SOL/USD,20.016,20.681,19.261,20.393,37057.668051,755717.024564043
1685923200000,2023-06-05 00:00:00,SOL/USD,21.825,22.028,19.23,20.016,58610.957915,1173156.93362664
1685836800000,2023-06-04 00:00:00,SOL/USD,21.186,22.297,21.045,21.825,17374.842178,379205.93053485
1685750400000,2023-06-03 00:00:00,SOL/USD,21.263,21.35,20.983,21.186,3155.643151,66855.455797086
1685664000000,2023-06-02 00:00:00,SOL/USD,20.5,21.374,20.306,21.263,14062.026378,299000.86687541404
1685577600000,2023-06-01 00:00:00,SOL/USD,20.82,20.994,20.432,20.5,7505.02007,153852.911435
1685491200000,2023-05-31 00:00:00,SOL/USD,21.249,21.378,20.396,20.82,12460.13599,259420.0313118
1685404800000,2023-05-30 00:00:00,SOL/USD,20.592,21.424,20.482,21.249,22555.854614,479289.35469288594
1685318400000,2023-05-29 00:00:00,SOL/USD,20.807,20.995,20.288,20.592,10830.616439,223024.05371188797
1685232000000,2023-05-28 00:00:00,SOL/USD,20.43,21.186,20.319,20.807,15870.495538,330217.400659166
1685145600000,2023-05-27 00:00:00,SOL/USD,19.366,20.511,19.355,20.43,7934.251334,162096.75475361999
1685059200000,2023-05-26 00:00:00,SOL/USD,19.259,19.551,19.195,19.366,12939.089755,250578.41219533002
1684972800000,2023-05-25 00:00:00,SOL/USD,19.233,19.553,18.79,19.259,8692.394265,167406.821149635
1684886400000,2023-05-24 00:00:00,SOL/USD,20.051,20.075,18.693,19.233,17627.219945,339024.321202185
1684800000000,2023-05-23 00:00:00,SOL/USD,19.526,20.163,19.431,20.051,18449.830565,369937.552658815
1684713600000,2023-05-22 00:00:00,SOL/USD,19.611,20.011,19.287,19.526,8376.38278,163557.25016228
1684627200000,2023-05-21 00:00:00,SOL/USD,20.273,20.385,19.467,19.611,10627.779874,208421.39110901402
1684540800000,2023-05-20 00:00:00,SOL/USD,20.346,20.394,20.09,20.273,4354.46666,88278.10259818
1684454400000,2023-05-19 00:00:00,SOL/USD,20.342,20.573,20.259,20.346,3022.042172,61486.470031512
1684368000000,2023-05-18 00:00:00,SOL/USD,21.058,21.085,20.105,20.342,11418.136703,232267.73681242598
1684281600000,2023-05-17 00:00:00,SOL/USD,20.848,21.2,20.1,21.058,5672.399923,119449.397578534
1684195200000,2023-05-16 00:00:00,SOL/USD,21.011,21.134,20.449,20.848,5242.17742,109288.91485216
1684108800000,2023-05-15 00:00:00,SOL/USD,20.943,21.515,20.619,21.011,11335.066755,238161.08758930498
1684022400000,2023-05-14 00:00:00,SOL/USD,20.851,21.298,20.671,20.943,3110.208196,65137.090248828004
1683936000000,2023-05-13 00:00:00,SOL/USD,20.906,21.291,20.8,20.851,10519.135098,219334.485928398
1683849600000,2023-05-12 00:00:00,SOL/USD,20.357,21.298,19.911,20.906,14717.509081,307684.24484738597
