https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume UNI,Volume USD
1690416000,2023-07-27 00:00:00,UNI/USD,5.93055,5.97826,5.84690,5.84690,856.43854995,5007.510557702655
1690329600,2023-07-26 00:00:00,UNI/USD,5.78200,5.84569,5.78200,5.84569,879.47239627,5141.122992151577
1690243200,2023-07-25 00:00:00,UNI/USD,5.76884,5.78797,5.70100,5.77299,3214.87671187,18559.45110885839
1690156800,2023-07-24 00:00:00,UNI/USD,6.11005,6.11005,5.72728,5.72728,2991.94960868,17135.73315480079
1690070400,2023-07-23 00:00:00,UNI/USD,6.02567,6.17168,6.02567,6.14102,765.42245905,4700.474629475231
1689984000,2023-07-22 00:00:00,UNI/USD,6.19917,6.22200,6.10773,6.10773,2327.26607224,14214.312807402415
1689897600,2023-07-21 00:00:00,UNI/USD,6.05870,6.24419,6.05870,6.21120,4878.61330327,30302.042949270624
1689811200,2023-07-20 00:00:00,UNI/USD,5.88401,6.11805,5.88284,5.99304,538.00191573,3224.2670010465185
1689724800,2023-07-19 00:00:00,UNI/USD,5.88070,5.98933,5.85670,5.92001,2339.26963776,13848.499648235578
1689638400,2023-07-18 00:00:00,UNI/USD,5.92175,6.24632,5.87641,5.90239,6507.16414054,38407.820551481884
1689552000,2023-07-17 00:00:00,UNI/USD,5.79840,6.12515,5.75700,5.81500,11590.88793259,67401.01332801086
1689465600,2023-07-16 00:00:00,UNI/USD,5.75900,5.85200,5.75900,5.81400,239.66468667,1393.4104882993802
1689379200,2023-07-15 00:00:00,UNI/USD,5.85600,5.93143,5.83499,5.83499,680.66511951,3971.6741656896547
1689292800,2023-07-14 00:00:00,UNI/USD,5.90130,6.13299,5.70932,5.80701,7265.04124613,42188.167166689374
1689206400,2023-07-13 00:00:00,UNI/USD,5.35767,5.83510,5.34178,5.81600,19531.56393105,113595.57582298681
1689120000,2023-07-12 00:00:00,UNI/USD,5.33301,5.35499,5.22506,5.22506,634.86809849,3317.2239066961592
1689033600,2023-07-11 00:00:00,UNI/USD,5.25800,5.25800,5.21000,5.23400,2071.23979728,10840.86909896352
1688947200,2023-07-10 00:00:00,UNI/USD,5.10800,5.22900,5.10800,5.22900,1589.77757519,8312.946940668511
1688860800,2023-07-09 00:00:00,UNI/USD,5.29502,5.29502,5.26600,5.26600,83.55498682,440.00056059412
1688774400,2023-07-08 00:00:00,UNI/USD,5.38559,5.41400,5.35545,5.41300,2003.25433509,10843.61571584217
