https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ADA,Volume USD
1690761600,2023-07-31 00:00:00,ADA/USD,0.31436,0.31669,0.30710,0.30721,1368818.88695596,420514.85026174044
1690675200,2023-07-30 00:00:00,ADA/USD,0.31235,0.31647,0.30560,0.31449,716316.95530304,225274.51927325304
1690588800,2023-07-29 00:00:00,ADA/USD,0.30958,0.31395,0.30897,0.31284,144116.60563494,45085.43890683463
1690502400,2023-07-28 00:00:00,ADA/USD,0.30931,0.31253,0.30663,0.31027,1626655.41908871,504702.3768806541
1690416000,2023-07-27 00:00:00,ADA/USD,0.30679,0.31296,0.30546,0.30746,1277405.91830367,392751.2236416464
1690329600,2023-07-26 00:00:00,ADA/USD,0.30202,0.31064,0.30060,0.30609,518299.09182732,158646.16901742437
1690243200,2023-07-25 00:00:00,ADA/USD,0.30477,0.30699,0.30177,0.30396,1805208.53370785,548711.185905838
1690156800,2023-07-24 00:00:00,ADA/USD,0.31734,0.31743,0.29961,0.30479,2375529.04687694,724037.4981976225
1690070400,2023-07-23 00:00:00,ADA/USD,0.31018,0.31765,0.30737,0.31693,1232877.62073486,390735.90433949913
1689984000,2023-07-22 00:00:00,ADA/USD,0.31272,0.31386,0.30698,0.31028,681706.93244210,211520.0269981348
1689897600,2023-07-21 00:00:00,ADA/USD,0.31505,0.31760,0.31040,0.31300,1058388.11838324,331275.4810539541
1689811200,2023-07-20 00:00:00,ADA/USD,0.32588,0.33192,0.31360,0.31840,1175239.98470051,374196.41112864244
1689724800,2023-07-19 00:00:00,ADA/USD,0.30838,0.32546,0.30838,0.32459,1022254.01922302,331813.43209960003
1689638400,2023-07-18 00:00:00,ADA/USD,0.31297,0.31360,0.30042,0.30700,1110484.09679146,340918.6177149782
1689552000,2023-07-17 00:00:00,ADA/USD,0.31398,0.31944,0.30597,0.31260,1342267.54957046,419592.8359957258
1689465600,2023-07-16 00:00:00,ADA/USD,0.32624,0.32650,0.31345,0.31389,988400.42749559,310249.0101865907
1689379200,2023-07-15 00:00:00,ADA/USD,0.32777,0.33647,0.32508,0.32574,501162.55699677,163248.69131612786
1689292800,2023-07-14 00:00:00,ADA/USD,0.35719,0.37963,0.31799,0.32819,3311872.21125961,1086923.3410132914
1689206400,2023-07-13 00:00:00,ADA/USD,0.28841,0.36747,0.28627,0.35707,5248503.74641328,1874083.23273179
1689120000,2023-07-12 00:00:00,ADA/USD,0.29285,0.29459,0.28515,0.28751,506195.57143632,145536.28874365636
1689033600,2023-07-11 00:00:00,ADA/USD,0.28877,0.29398,0.28876,0.29273,605622.08008582,177283.7515035221
1688947200,2023-07-10 00:00:00,ADA/USD,0.28328,0.29186,0.27843,0.28781,1254539.31529492,361068.9603350309
1688860800,2023-07-09 00:00:00,ADA/USD,0.29095,0.29095,0.28328,0.28488,313900.83627467,89424.07023792798
1688774400,2023-07-08 00:00:00,ADA/USD,0.28472,0.29161,0.28319,0.29069,586281.34335547,170426.12370000157
1688688000,2023-07-07 00:00:00,ADA/USD,0.27868,0.28520,0.27681,0.28484,668781.32673716,190495.67310781265
1688601600,2023-07-06 00:00:00,ADA/USD,0.28349,0.29180,0.27760,0.28150,656525.83598296,184812.0228292032
1688515200,2023-07-05 00:00:00,ADA/USD,0.29245,0.29616,0.28167,0.28355,317961.75190888,90158.05475376293
1688428800,2023-07-04 00:00:00,ADA/USD,0.29682,0.30087,0.28965,0.29423,236645.32407200,69628.15370170455
1688342400,2023-07-03 00:00:00,ADA/USD,0.29211,0.29933,0.29085,0.29600,537750.09155534,159174.02710038063
1688256000,2023-07-02 00:00:00,ADA/USD,0.28995,0.29313,0.28801,0.29089,124676.16679576,36267.05015921863
1688169600,2023-07-01 00:00:00,ADA/USD,0.28821,0.29324,0.28144,0.29177,446616.46189721,130309.28508774894
1688083200,2023-06-30 00:00:00,ADA/USD,0.27609,0.29917,0.27066,0.28827,875011.74628391,252239.63610126276
1687996800,2023-06-29 00:00:00,ADA/USD,0.26699,0.27816,0.26660,0.27567,235422.84552490,64899.015825849194
1687910400,2023-06-28 00:00:00,ADA/USD,0.28134,0.28134,0.26011,0.26723,790061.70764728,211128.19013458263
1687824000,2023-06-27 00:00:00,ADA/USD,0.28044,0.28903,0.27912,0.28626,551406.75616726,157845.69802043986
1687737600,2023-06-26 00:00:00,ADA/USD,0.29065,0.29182,0.27711,0.27983,1145540.48374836,320556.5935673036
1687651200,2023-06-25 00:00:00,ADA/USD,0.28870,0.30492,0.28870,0.29227,796758.83362799,232868.7043044526
1687564800,2023-06-24 00:00:00,ADA/USD,0.29571,0.29742,0.28619,0.28918,834085.83528938,241200.9418489829
1687478400,2023-06-23 00:00:00,ADA/USD,0.29080,0.30270,0.28787,0.29567,399613.38676688,118153.69006536341
1687392000,2023-06-22 00:00:00,ADA/USD,0.28744,0.30405,0.28717,0.29059,1099377.82690527,319468.20272040245
1687305600,2023-06-21 00:00:00,ADA/USD,0.26907,0.28844,0.26907,0.28641,1795950.61482274,514378.21559138095
1687219200,2023-06-20 00:00:00,ADA/USD,0.26333,0.27034,0.25259,0.27034,367896.68422748,99457.18961405694
