https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AVAX,Volume USD
1691798400,2023-08-12 00:00:00,AVAX/USD,12.43167,12.48529,12.36609,12.38536,2460.25099159,30471.094221199124
1691712000,2023-08-11 00:00:00,AVAX/USD,12.49784,12.52742,12.39501,12.42095,1806.03446931,22432.663841576046
1691625600,2023-08-10 00:00:00,AVAX/USD,12.63301,12.65351,12.47424,12.47424,4106.54515115,51226.02978628137
1691539200,2023-08-09 00:00:00,AVAX/USD,12.73081,12.78000,12.54373,12.63280,8920.16021727,112686.59999272846
1691452800,2023-08-08 00:00:00,AVAX/USD,12.44819,12.72755,12.43128,12.68207,2061.83379853,26148.320561323355
1691366400,2023-08-07 00:00:00,AVAX/USD,12.56855,12.72892,12.22001,12.41622,6687.56236921,83034.24563983257
1691280000,2023-08-06 00:00:00,AVAX/USD,12.45885,12.64087,12.45885,12.56678,3250.86188967,40852.86617786716
1691193600,2023-08-05 00:00:00,AVAX/USD,12.38034,12.43116,12.30100,12.42168,4511.19757156,56036.652650695425
1691107200,2023-08-04 00:00:00,AVAX/USD,12.40242,12.58549,12.27675,12.38736,8336.00134067,103261.04956736193
1691020800,2023-08-03 00:00:00,AVAX/USD,12.50347,12.61779,12.40641,12.43246,3703.84827137,46047.945479876675
1690934400,2023-08-02 00:00:00,AVAX/USD,12.88838,12.94647,12.46285,12.53438,6049.15367824,75822.39088145789
1690848000,2023-08-01 00:00:00,AVAX/USD,12.82429,12.87531,12.50000,12.87531,4309.83150647,55490.41669356826
1690761600,2023-07-31 00:00:00,AVAX/USD,13.07994,13.23802,12.74375,12.82824,7744.17537747,99344.14034427574
1690675200,2023-07-30 00:00:00,AVAX/USD,13.22307,13.40159,12.97386,13.11652,7857.31600850,103060.64257181041
1690588800,2023-07-29 00:00:00,AVAX/USD,13.27194,13.27194,13.16173,13.23728,1894.00634864,25071.4923587253
1690502400,2023-07-28 00:00:00,AVAX/USD,13.20858,13.28056,13.01040,13.22610,5442.94578071,71988.94519024853
1690416000,2023-07-27 00:00:00,AVAX/USD,13.25254,13.41431,13.05437,13.15022,5555.92928168,73061.69235853397
1690329600,2023-07-26 00:00:00,AVAX/USD,13.29050,13.44774,13.14262,13.27086,2339.81197266,31051.317115494687
1690243200,2023-07-25 00:00:00,AVAX/USD,13.09519,13.44025,13.04353,13.34027,11701.96091925,156107.3181922432
1690156800,2023-07-24 00:00:00,AVAX/USD,13.53693,13.57690,12.81237,13.10698,7754.68692111,101640.52638125035
1690070400,2023-07-23 00:00:00,AVAX/USD,13.53560,13.73029,13.50680,13.54808,2718.85765832,36835.30106353203
1689984000,2023-07-22 00:00:00,AVAX/USD,13.98833,14.03358,13.40000,13.46000,6493.13250805,87397.56355835301
1689897600,2023-07-21 00:00:00,AVAX/USD,13.81039,14.04847,13.75346,13.97084,7628.92701053,106582.51863579295
1689811200,2023-07-20 00:00:00,AVAX/USD,14.00087,14.37849,13.70000,13.87746,4969.52647307,68964.40484896999
1689724800,2023-07-19 00:00:00,AVAX/USD,13.82827,14.26775,13.82457,14.00799,6647.49076770,93117.98419903392
1689638400,2023-07-18 00:00:00,AVAX/USD,14.50484,14.56728,13.70000,13.76755,2732.13695382,37614.83211856454
1689552000,2023-07-17 00:00:00,AVAX/USD,14.25302,14.61000,13.95999,14.35119,2218.35541051,31836.03998375701
1689465600,2023-07-16 00:00:00,AVAX/USD,14.89656,14.92862,14.24887,14.24888,2358.21192514,33601.878735888844
1689379200,2023-07-15 00:00:00,AVAX/USD,14.61517,15.23151,14.43756,14.79438,7776.71677384,115051.70310456303
1689292800,2023-07-14 00:00:00,AVAX/USD,14.11380,15.90925,14.11380,14.60808,14815.62271899,216427.80192882344
1689206400,2023-07-13 00:00:00,AVAX/USD,13.01203,14.14282,12.95215,14.09796,2750.58903076,38777.694132093246
1689120000,2023-07-12 00:00:00,AVAX/USD,13.28229,13.28577,12.90000,12.99006,1138.16342733,14784.811210822341
1689033600,2023-07-11 00:00:00,AVAX/USD,13.58706,13.67208,13.17877,13.25557,6150.34282009,81526.2997757004
1688947200,2023-07-10 00:00:00,AVAX/USD,13.55357,13.68372,13.19418,13.37536,4815.76966634,64412.65296437739
1688860800,2023-07-09 00:00:00,AVAX/USD,13.76757,14.17602,13.61940,13.61940,3422.44311329,46611.621737141824
1688774400,2023-07-08 00:00:00,AVAX/USD,12.81031,13.86000,12.81031,13.66284,2094.16959385,28612.304093637536
1688688000,2023-07-07 00:00:00,AVAX/USD,12.49343,12.73924,12.37892,12.68935,3293.31458600,41790.0214418591
1688601600,2023-07-06 00:00:00,AVAX/USD,12.66347,13.09833,12.29330,12.51452,1963.83045473,24576.395502327676
1688515200,2023-07-05 00:00:00,AVAX/USD,12.96850,13.86000,12.51240,12.65510,4488.80736451,56806.3060786105
1688428800,2023-07-04 00:00:00,AVAX/USD,13.24230,13.31598,13.10492,13.13000,726.30098360,9536.331914668
1688342400,2023-07-03 00:00:00,AVAX/USD,13.12100,13.35760,13.12100,13.22511,1200.88713279,15881.864428732357
1688256000,2023-07-02 00:00:00,AVAX/USD,13.00470,13.19471,12.80977,13.10442,652.62715578,8552.300352746546
1688169600,2023-07-01 00:00:00,AVAX/USD,13.09167,13.14980,12.90000,12.97001,3144.35739614,40782.34687150976
1688083200,2023-06-30 00:00:00,AVAX/USD,12.67744,13.30999,12.27777,12.90744,10501.69562086,135550.0061245132
1687996800,2023-06-29 00:00:00,AVAX/USD,12.34136,12.95517,12.27900,12.65625,4408.44889001,55794.43126418906
1687910400,2023-06-28 00:00:00,AVAX/USD,13.12669,13.12669,12.12301,12.36676,8372.93371940,103546.06180372713
1687824000,2023-06-27 00:00:00,AVAX/USD,13.15218,13.40433,13.11148,13.33104,3431.11117261,45740.28028651081
1687737600,2023-06-26 00:00:00,AVAX/USD,13.38000,13.63165,12.96130,13.15018,5079.80401594,66800.33717433386
1687651200,2023-06-25 00:00:00,AVAX/USD,13.00001,13.66757,13.00000,13.41242,1657.58162099,22232.180884998692
1687564800,2023-06-24 00:00:00,AVAX/USD,13.22784,13.39330,12.79113,13.04920,3430.43481236,44764.42995344811
1687478400,2023-06-23 00:00:00,AVAX/USD,12.72725,13.48721,12.66992,13.28390,6725.01263966,89334.39540397946
1687392000,2023-06-22 00:00:00,AVAX/USD,12.91000,13.19999,12.64200,12.69009,5382.04620636,68298.65074286697
1687305600,2023-06-21 00:00:00,AVAX/USD,12.09056,13.01596,12.08093,12.92999,7423.44416075,95985.0587640559
1687219200,2023-06-20 00:00:00,AVAX/USD,11.47930,12.12052,11.21528,12.11671,10723.42036123,129932.57472511915
1687132800,2023-06-19 00:00:00,AVAX/USD,11.35066,11.45729,11.22042,11.41959,796.84077943,9099.594996371034
1687046400,2023-06-18 00:00:00,AVAX/USD,11.60468,11.60724,11.34354,11.34354,1693.85507590,19214.312807674687
1686960000,2023-06-17 00:00:00,AVAX/USD,11.52232,11.81006,11.49514,11.62510,1308.27550361,15208.833557016611
1686873600,2023-06-16 00:00:00,AVAX/USD,11.37248,11.68966,11.28101,11.53980,5634.00765119,65015.321493202355
1686787200,2023-06-15 00:00:00,AVAX/USD,11.50520,11.51001,11.02375,11.38998,3988.07111906,45424.050284671015
1686700800,2023-06-14 00:00:00,AVAX/USD,11.79376,11.94500,11.24661,11.36940,5525.60218999,62822.7815388723
1686614400,2023-06-13 00:00:00,AVAX/USD,11.50419,11.91098,11.43935,11.70001,6692.37664483,78300.87366827746
1686528000,2023-06-12 00:00:00,AVAX/USD,11.53700,11.58604,11.26097,11.53878,5948.27158222,68635.79716748849
1686441600,2023-06-11 00:00:00,AVAX/USD,11.63298,11.78376,11.52478,11.56000,6748.15273212,78008.64558330721
1686355200,2023-06-10 00:00:00,AVAX/USD,13.68698,13.69771,10.50000,11.69199,24420.23842617,285521.1834763954
1686268800,2023-06-09 00:00:00,AVAX/USD,13.92689,14.23054,13.72011,13.72011,6030.94811331,82745.27151890566
1686182400,2023-06-08 00:00:00,AVAX/USD,14.00814,14.12550,13.83449,13.97376,2620.86479044,36623.33557405885
1686096000,2023-06-07 00:00:00,AVAX/USD,14.67893,14.68435,13.99948,14.03462,9361.05096286,131378.79306437421
1686009600,2023-06-06 00:00:00,AVAX/USD,14.12298,14.66885,13.90510,14.62183,3666.37102993,53609.05391656137
1685923200,2023-06-05 00:00:00,AVAX/USD,14.76486,14.88991,13.53185,13.91093,5904.75861391,82140.68374499904
1685836800,2023-06-04 00:00:00,AVAX/USD,14.56701,14.91000,14.53659,14.78070,3012.61334908,44528.53412874675
1685750400,2023-06-03 00:00:00,AVAX/USD,14.45720,14.59770,14.39850,14.57091,3682.99712630,53664.61965757593
